3139,-405,-837,13579,3433,-2617,2019-05-29T16:36:03.000Z,42.49435,-83.147122333,194.3,5.02
969,-671,659,1972,-2668,768,2019-05-29T16:36:04.000Z,42.494359333,-83.147061333,194.4,5.098
-3077,5656,253,-1038,5280,-53,2019-05-29T16:36:05.000Z,42.494361833,-83.146997833,194.6,5.163
-4413,3173,1408,-8719,-3456,3236,2019-05-29T16:36:06.000Z,42.494355167,-83.1469335,194.8,5.248
558,-1153,1768,2886,-2629,-532,2019-05-29T16:36:07.000Z,42.494350667,-83.1468685,195.0,5.252
4480,-10098,-488,3037,1866,-2014,2019-05-29T16:36:08.000Z,42.494352,-83.146801833,195.3,5.439
-565,156,-4445,542,-1837,898,2019-05-29T16:36:09.000Z,42.494356333,-83.1467355,195.5,5.358
4229,3843,-6246,2596,1722,-636,2019-05-29T16:36:10.000Z,42.494362167,-83.146671833,195.5,5.22
3520,-2301,1470,6899,-180,-709,2019-05-29T16:36:11.000Z,42.494367667,-83.146609,195.7,5.115
-310,-4419,-1707,1910,-710,109,2019-05-29T16:36:12.000Z,42.494372167,-83.146546667,195.8,5.088
6380,-4404,-6999,-3983,1239,462,2019-05-29T16:36:13.000Z,42.494375167,-83.146486167,195.6,4.882
3491,-1962,1760,-2268,-7391,1708,2019-05-29T16:36:14.000Z,42.494377833,-83.146426167,195.4,4.925
-21,-1773,2608,-1301,-2246,966,2019-05-29T16:36:15.000Z,42.49438,-83.146364333,195.3,5.034
-27218,2579,-4154,-2960,-12999,5930,2019-05-29T16:36:16.000Z,42.494382833,-83.146303,195.5,4.944
-1808,-2232,23078,11043,-11116,-3034,2019-05-29T16:36:17.000Z,42.494388,-83.146243167,195.6,4.886
18501,2792,8999,12868,-15011,-5412,2019-05-29T16:36:18.000Z,42.494394167,-83.146183167,195.8,4.916
-1488,1618,-1723,1227,5178,-581,2019-05-29T16:36:19.000Z,42.494396667,-83.1461245,195.3,4.79
-1914,2251,731,3535,-1827,229,2019-05-29T16:36:20.000Z,42.494398667,-83.1460655,195.3,4.779
-6475,7262,-17962,-7757,1460,-101,2019-05-29T16:36:21.000Z,42.494400667,-83.146005333,195.5,5.018
