1317,-2533,653,-1897,-35,-8,2019-05-29T16:04:00.000Z,42.496455,-83.159488833,190.6,5.583,7.029990380280216
-4819,8564,18760,-5405,-8614,4003,2019-05-29T16:04:01.000Z,42.496509833,-83.1594875,191.2,4.99,6.098130787723521
492,-729,-5102,-3283,-1144,-90,2019-05-29T16:04:02.000Z,42.496562833,-83.159488167,190.7,5.92,5.893584818633721
404,3609,-3211,2891,1437,-862,2019-05-29T16:04:03.000Z,42.496615,-83.159490667,190.2,5.186,5.804325773385101
-681,-3493,4810,-2858,789,-165,2019-05-29T16:04:04.000Z,42.496657,-83.1594895,189.5,3.817,4.6711668835965146
442,-1257,-505,-1090,1719,-305,2019-05-29T16:04:05.000Z,42.496696167,-83.1594885,189.0,3.651,4.355943313532487
7085,-8155,152,1552,1926,-2228,2019-05-29T16:04:06.000Z,42.496733167,-83.159492833,189.8,3.435,4.129520721306181
4886,1361,19258,10157,-1563,-1608,2019-05-29T16:04:07.000Z,42.496764667,-83.159482333,190.1,3.261,3.60687563927048
1464,-8897,-2949,934,-1943,1124,2019-05-29T16:04:08.000Z,42.496806667,-83.159456167,191.9,3.733,5.139328042029239
-226,402,652,544,-876,-496,2019-05-29T16:04:09.000Z,42.496838667,-83.159415167,193.1,3.891,4.8949103817918465
-515,-1476,2516,-4303,395,1071,2019-05-29T16:04:10.000Z,42.4968595,-83.159371,194.1,4.079,4.298645575695063
243,1587,-2958,-270,-424,2609,2019-05-29T16:04:11.000Z,42.496871833,-83.159314667,194.2,4.577,4.817794760447492
-2096,-2781,-1849,3048,-443,134,2019-05-29T16:04:12.000Z,42.4968845,-83.159262167,194.2,4.332,4.528841188849618
3144,-1476,-1836,-167,870,-137,2019-05-29T16:04:13.000Z,42.496891333,-83.15921,193.0,4.395,4.34390595087894
-1637,-1211,6387,-5403,1259,783,2019-05-29T16:04:14.000Z,42.496901,-83.159160333,192.2,3.791,4.211467037261311
1864,4753,-2538,-421,815,-428,2019-05-29T16:04:15.000Z,42.496909,-83.159112667,190.9,3.941,4.007890040769117
-1957,6767,-5367,4687,-8992,-160,2019-05-29T16:04:16.000Z,42.496916667,-83.159055,191.0,4.587,4.804110241284697
2537,-682,-3535,4659,-2577,110,2019-05-29T16:04:17.000Z,42.496923667,-83.158997167,190.2,4.703,4.804933407707301
487,214,-257,-1621,-1280,4,2019-05-29T16:04:18.000Z,42.496934167,-83.158938833,190.7,4.362,4.922995965613976
2385,167,-4943,6381,-1883,811,2019-05-29T16:04:19.000Z,42.496947167,-83.158869833,191.9,5.319,5.8387687209662325
-3132,-8975,-714,-6334,-1478,909,2019-05-29T16:04:20.000Z,42.496959833,-83.158797833,192.7,5.438,6.0686456833195255
1801,-6982,-10093,-1438,3877,428,2019-05-29T16:04:21.000Z,42.4969705,-83.158726833,193.2,5.468,5.940585112401935
90,3232,-2708,4938,2402,-1634,2019-05-29T16:04:22.000Z,42.496981833,-83.1586575,194.2,5.321,5.822308769203045
-1532,5731,-10080,3103,-1649,1067,2019-05-29T16:04:23.000Z,42.496987667,-83.158588,194.8,5.17,5.734797678576452
4902,908,-17523,-8078,906,308,2019-05-29T16:04:24.000Z,42.496975167,-83.1585295,195.0,4.968,4.993492884986037
7153,1740,5159,2135,-7082,80,2019-05-29T16:04:25.000Z,42.4969435,-83.158494167,195.0,4.696,4.5596412965555
11608,7304,-14521,1181,-2828,-857,2019-05-29T16:04:26.000Z,42.4969055,-83.158485333,196.1,4.222,4.287029149938662
3904,-9908,-8759,5669,2477,-6804,2019-05-29T16:04:27.000Z,42.496864333,-83.158488667,197.0,4.889,4.585715257108807
-2335,6755,3586,3736,-1865,-698,2019-05-29T16:04:28.000Z,42.4968215,-83.1584925,197.7,4.752,4.773168192467812
-192,-6629,-4206,6393,325,-292,2019-05-29T16:04:29.000Z,42.496778333,-83.158488667,198.3,4.986,4.810227356965632
2895,-340,-4408,-545,-2657,-72,2019-05-29T16:04:30.000Z,42.496734667,-83.158480833,198.8,5.018,4.897733546183535
-2209,977,22467,13727,609,-1492,2019-05-29T16:04:31.000Z,42.496691667,-83.158474333,198.3,4.854,4.810987739469253
4101,-74,2959,-1844,-2355,-1671,2019-05-29T16:04:32.000Z,42.496648333,-83.1584685,198.0,4.901,4.842193916044436
2951,246,-3954,5321,4297,-2932,2019-05-29T16:04:33.000Z,42.496603667,-83.158466667,197.9,5.064,4.96890565993768
-4503,-9512,19986,9193,-1892,-5275,2019-05-29T16:04:34.000Z,42.496558833,-83.158461667,198.1,5.094,5.002138706614613
8,-8535,584,4085,13235,-1493,2019-05-29T16:04:35.000Z,42.496518167,-83.158455,197.3,4.898,4.5547695982210525
-245,-1174,14484,-7079,-4641,778,2019-05-29T16:04:36.000Z,42.496473833,-83.158448667,197.9,5.12,4.956983547408023
1504,4222,-8662,-5848,951,1260,2019-05-29T16:04:37.000Z,42.496428333,-83.158441667,198.2,5.217,5.091815104307529
-744,2251,-8964,-7514,1183,2215,2019-05-29T16:04:38.000Z,42.496383167,-83.158434667,198.2,5.127,5.054914435597277
9220,-13674,21645,-6493,17169,75,2019-05-29T16:04:39.000Z,42.4963375,-83.1584285,198.1,5.148,5.103048342665228
-1321,631,-9028,4634,4078,-1131,2019-05-29T16:04:40.000Z,42.496291333,-83.158424333,198.3,5.151,5.144891598967397
3087,9602,761,4371,2272,-1573,2019-05-29T16:04:41.000Z,42.496245333,-83.158423,198.3,5.122,5.116134031008236
74,1823,320,792,1803,1475,2019-05-29T16:04:42.000Z,42.496199833,-83.158418333,198.3,5.067,5.0738173623212655
5454,14288,-10898,15003,-12062,3330,2019-05-29T16:04:43.000Z,42.496154333,-83.158414,198.3,5.041,5.071825819638415
-4012,7412,-1117,4470,-467,-295,2019-05-29T16:04:44.000Z,42.496107667,-83.158416,198.4,5.322,5.191612576924229
-13202,-4268,5854,14657,13671,-7531,2019-05-29T16:04:45.000Z,42.4960625,-83.1584155,198.3,5.083,5.022508546205409
791,-5294,-3421,-590,2729,2041,2019-05-29T16:04:46.000Z,42.496020667,-83.158412833,198.4,4.53,4.6567537684257925
368,-12213,680,-11611,256,1880,2019-05-29T16:04:47.000Z,42.4959785,-83.158406167,198.3,4.675,4.720500539378985
-320,-1557,-4385,8260,-541,-1676,2019-05-29T16:04:48.000Z,42.495936333,-83.158407667,198.6,4.624,4.690369002341255
2795,-9638,21952,15998,6473,-3882,2019-05-29T16:04:49.000Z,42.495892667,-83.158410833,199.4,4.816,4.862370998329049
-2230,-1504,-18396,2841,-9183,427,2019-05-29T16:04:50.000Z,42.495849833,-83.158411167,199.9,4.753,4.763002205858826
12508,4874,3617,271,-16729,-5402,2019-05-29T16:04:51.000Z,42.495804667,-83.158409833,200.5,4.942,5.0234208140923595
709,5572,22321,-10852,1110,1884,2019-05-29T16:04:52.000Z,42.495760167,-83.158406167,200.1,4.97,4.957294348284967
-12635,-8680,11955,94,10772,4158,2019-05-29T16:04:53.000Z,42.4957155,-83.158401167,200.3,4.872,4.983632301816108
-2358,1029,-12444,-1952,2550,-790,2019-05-29T16:04:54.000Z,42.495672,-83.158394667,200.2,4.694,4.866247915604743
-3717,6544,986,-776,2188,1038,2019-05-29T16:04:55.000Z,42.495628667,-83.158391667,200.3,4.836,4.824683377357781
-2570,-6144,20374,12111,-3205,-2766,2019-05-29T16:04:56.000Z,42.495584667,-83.158390667,200.5,4.849,4.893263673582575
-4139,4637,-1295,8062,1461,2187,2019-05-29T16:04:57.000Z,42.49554,-83.158388333,200.3,4.786,4.9704287442651385
6966,-14802,12222,-10791,15862,827,2019-05-29T16:04:58.000Z,42.495498667,-83.158382833,200.3,4.512,4.618088058275609
-1629,5540,-813,-14526,290,827,2019-05-29T16:04:59.000Z,42.4954545,-83.158380833,200.2,5.019,4.91388298396216
422,1743,-2355,-12145,-2751,1723,2019-05-29T16:05:00.000Z,42.495409167,-83.158379667,200.1,5.003,5.041706018003443
-22,3595,-4752,-6327,3680,1314,2019-05-29T16:05:01.000Z,42.4953635,-83.158376333,199.9,5.058,5.08529054130902
-1656,1531,2179,-960,-134,749,2019-05-29T16:05:02.000Z,42.4953175,-83.158372833,199.8,5.137,5.1230096324382774
-4595,7016,2480,-1993,3844,2364,2019-05-29T16:05:03.000Z,42.495269667,-83.158371167,199.8,5.341,5.320540535362925
4287,-4488,-6145,-4790,4243,-309,2019-05-29T16:05:04.000Z,42.495222,-83.158365667,199.7,5.28,5.319475827799926
4261,9110,-5353,6848,-1326,-3017,2019-05-29T16:05:05.000Z,42.495174333,-83.158361833,199.5,5.272,5.309641543692007
-1150,-2601,-9709,5657,2402,-690,2019-05-29T16:05:06.000Z,42.495125667,-83.15836,199.5,5.374,5.4134987099442755
480,10748,3611,-1480,-721,1673,2019-05-29T16:05:07.000Z,42.495077333,-83.158358333,199.3,5.354,5.3762331180717275
-5021,5278,-2778,4958,3158,1806,2019-05-29T16:05:08.000Z,42.495028667,-83.158355667,199.3,5.363,5.415824986244976
-1827,2871,3934,-3775,-1142,141,2019-05-29T16:05:09.000Z,42.494979667,-83.158354,199.0,5.449,5.45026533475204
10898,11722,-16605,3868,-5410,-54,2019-05-29T16:05:10.000Z,42.4949305,-83.158350333,198.9,5.452,5.475381470180574
-480,555,-934,-510,9701,-2939,2019-05-29T16:05:11.000Z,42.494880667,-83.158348833,198.8,5.489,5.542541361725879
-3239,-1917,236,8397,-3931,-1508,2019-05-29T16:05:12.000Z,42.494829833,-83.158347833,198.7,5.597,5.653077482094092
2610,-4445,-3509,-6452,2932,574,2019-05-29T16:05:13.000Z,42.494779,-83.158346833,198.4,5.584,5.652966299408431
2950,-230,6021,3955,883,-221,2019-05-29T16:05:14.000Z,42.494726,-83.158342,199.4,5.724,5.906637413250141
22,2415,14747,5889,-484,-3883,2019-05-29T16:05:15.000Z,42.494674167,-83.1583415,199.3,5.707,5.763712419738869
-1604,-3604,-6513,-1820,2073,495,2019-05-29T16:05:16.000Z,42.494621833,-83.158338833,199.3,5.783,5.823382057457665
8,-11227,-6561,6405,1753,-763,2019-05-29T16:05:17.000Z,42.494571167,-83.1583345,198.9,5.549,5.644991931618494
-9833,-6205,1530,10109,2817,-3549,2019-05-29T16:05:18.000Z,42.494519333,-83.158332167,199.1,5.686,5.766850956404827
-185,-3376,-1955,-8268,11,215,2019-05-29T16:05:19.000Z,42.494467667,-83.1583295,199.3,5.693,5.749156925413089
2638,-3791,-10052,-1191,-5551,-1190,2019-05-29T16:05:20.000Z,42.494415667,-83.158326333,199.5,5.647,5.787963493515003
-653,-365,-15012,5633,3836,-1137,2019-05-29T16:05:21.000Z,42.494365167,-83.1583215,199.3,5.616,5.6293073902792035
-2224,2446,-2487,3899,308,-187,2019-05-29T16:05:22.000Z,42.494315333,-83.158316167,198.9,5.607,5.558512145210672
2696,-4909,-7125,-2111,-1477,355,2019-05-29T16:05:23.000Z,42.4942665,-83.1583085,198.7,5.411,5.466246690351551
-228,-2162,-3227,142,2031,-1366,2019-05-29T16:05:24.000Z,42.494218,-83.158302667,199.0,5.242,5.414117449158589
1157,253,901,-3311,-1212,1588,2019-05-29T16:05:25.000Z,42.4941685,-83.158307333,198.7,5.542,5.517427646657422
-1528,3178,-203,3092,-543,1043,2019-05-29T16:05:26.000Z,42.4941175,-83.1583105,198.7,5.6,5.676882765628313
-748,684,6580,-2474,1762,-1619,2019-05-29T16:05:27.000Z,42.4940675,-83.1583125,198.7,5.497,5.562163987645302
618,17098,3027,10066,5849,-764,2019-05-29T16:05:28.000Z,42.494016833,-83.1583115,198.8,5.646,5.634509904037501
483,2493,-6553,1464,556,213,2019-05-29T16:05:29.000Z,42.493964167,-83.158312,198.8,5.606,5.856335491243276
-719,-1292,-1650,-1457,1951,-799,2019-05-29T16:05:30.000Z,42.493911333,-83.158312,198.6,5.662,5.874872754523971
12268,-8748,-8950,-3899,-10736,-1095,2019-05-29T16:05:31.000Z,42.493858667,-83.158310333,198.4,5.643,5.857786723114849
6576,-2876,-9627,10025,897,-1481,2019-05-29T16:05:32.000Z,42.493806833,-83.1583085,198.5,5.727,5.765636847112729
-2603,1730,15748,10244,-1359,316,2019-05-29T16:05:33.000Z,42.4937545,-83.1583055,199.3,5.735,5.8243601799458835
7586,-345,-7758,-3079,5307,-256,2019-05-29T16:05:34.000Z,42.493704167,-83.158303333,199.6,5.443,5.599593661301012
-17776,-2056,3803,-4186,23051,1110,2019-05-29T16:05:35.000Z,42.493655333,-83.158302667,199.9,5.251,5.430367596396223
-217,10047,-2098,7335,-3905,3554,2019-05-29T16:05:36.000Z,42.493607667,-83.158303,200.1,5.151,5.300287694005139
1103,51,6014,-3819,-4676,1906,2019-05-29T16:05:37.000Z,42.493560833,-83.158302667,200.2,5.058,5.207774764609257
11574,-9762,5681,5432,-5867,-4571,2019-05-29T16:05:38.000Z,42.493516,-83.1583015,200.0,4.891,4.98612028911168
1490,1454,-1053,5896,3722,-1744,2019-05-29T16:05:39.000Z,42.4934775,-83.158300333,199.9,3.998,4.28207381421393
-8554,2613,5928,3210,-6263,5993,2019-05-29T16:05:40.000Z,42.4934475,-83.158301,199.7,3.041,3.336296036926369
1340,602,2686,3155,-210,426,2019-05-29T16:05:41.000Z,42.493418,-83.1583005,199.2,3.288,3.2805064950563665
1835,-2628,-1978,318,2066,-350,2019-05-29T16:05:42.000Z,42.4933875,-83.158298,199.2,3.359,3.397633863924393
-1025,-240,-4,-5071,-1587,1228,2019-05-29T16:05:43.000Z,42.493361167,-83.1582835,198.9,3.308,3.1602418932253187
697,-9127,24603,1743,-154,16,2019-05-29T16:05:44.000Z,42.493341167,-83.158254333,198.9,3.416,3.26566378630299
-1174,-2957,-2805,772,2348,-808,2019-05-29T16:05:45.000Z,42.493332667,-83.158212167,198.8,3.614,3.584069625665988
-3201,-2898,1203,5421,-1359,-498,2019-05-29T16:05:46.000Z,42.493327,-83.158164833,198.7,3.96,3.9317511169447417
-1447,-3742,-7133,5888,1624,-104,2019-05-29T16:05:47.000Z,42.493323667,-83.158114167,198.6,4.324,4.170617491390723
901,-1702,-872,4556,506,-464,2019-05-29T16:05:48.000Z,42.4933205,-83.158061167,198.7,4.57,4.359729279605907
-1802,4759,-5869,6459,3623,-190,2019-05-29T16:05:49.000Z,42.493320833,-83.158005333,198.8,4.81,4.577993717487848
-959,-2965,-1868,4902,436,796,2019-05-29T16:05:50.000Z,42.493324333,-83.157947833,198.8,4.911,4.730476033190797
-1617,3949,1949,3027,1339,73,2019-05-29T16:05:51.000Z,42.493327167,-83.157888667,198.8,5.039,4.861259744069311
-255,1201,-282,-483,1109,123,2019-05-29T16:05:52.000Z,42.493328167,-83.157827333,198.7,5.156,5.0300190189073914
-614,-2677,504,-1852,-505,-373,2019-05-29T16:05:53.000Z,42.493329833,-83.157765167,198.6,5.226,5.100370954105357
-6546,5823,13528,-4594,5149,272,2019-05-29T16:05:54.000Z,42.493333333,-83.157702833,198.6,5.231,5.1255762997719945
-3078,-1481,-733,-1925,-1032,845,2019-05-29T16:05:55.000Z,42.493339667,-83.157649,198.8,5.25,4.469620528651978
-2018,-5048,-4385,-8341,-1484,1345,2019-05-29T16:05:56.000Z,42.4933435,-83.15759,198.8,5.225,4.856163223807375
4338,-4316,-441,-3582,-4213,749,2019-05-29T16:05:57.000Z,42.493345667,-83.157528,198.7,5.249,5.089101634998086
999,-297,-2204,-2613,-1276,715,2019-05-29T16:05:58.000Z,42.493347667,-83.157466333,198.7,5.303,5.060979527824063
-111,-805,1226,-3551,-1458,-281,2019-05-29T16:05:59.000Z,42.493347167,-83.157401167,198.7,5.39,5.343264014407224
3290,3918,-1871,1757,-372,372,2019-05-29T16:06:00.000Z,42.4933485,-83.157336667,198.6,5.465,5.290446027774542
2235,-90,-10713,-2718,840,514,2019-05-29T16:06:01.000Z,42.493350333,-83.157271,198.6,5.421,5.387908245978179
-1569,3155,4083,1670,-1230,-755,2019-05-29T16:06:02.000Z,42.49335,-83.157205833,198.3,5.379,5.3431848130723285
-5105,-5160,-3877,-3843,-1204,-579,2019-05-29T16:06:03.000Z,42.493349667,-83.157138333,198.3,5.514,5.534463586834912
-886,1111,854,2059,-755,-596,2019-05-29T16:06:04.000Z,42.493351,-83.157071833,198.3,5.369,5.454363814346978
-329,-2188,-5957,624,3204,443,2019-05-29T16:06:05.000Z,42.493353167,-83.1570065,198.3,5.35,5.362083534903553
2816,-4640,-1831,1416,-1297,-805,2019-05-29T16:06:06.000Z,42.493353,-83.156940667,198.4,5.33,5.397693686979296
-1840,-9214,2702,-1169,2213,-315,2019-05-29T16:06:07.000Z,42.493352167,-83.156875667,198.4,5.333,5.330168802917712
604,790,-9402,2894,-5779,-625,2019-05-29T16:06:08.000Z,42.493348,-83.156811333,198.4,5.259,5.295070494339814
428,4441,-5614,1315,5378,-1136,2019-05-29T16:06:09.000Z,42.493342333,-83.156746333,198.5,5.267,5.3664890971174595
4129,-5217,775,3931,-3320,-308,2019-05-29T16:06:10.000Z,42.493339,-83.1566825,198.5,5.335,5.24678804377294
924,-3780,2926,-2561,-787,-511,2019-05-29T16:06:11.000Z,42.493339,-83.156618,198.5,5.209,5.2883699817108365
-4203,-939,21101,13957,-2200,-1544,2019-05-29T16:06:12.000Z,42.493339167,-83.156554667,198.6,5.176,5.19272057624468
-638,263,-133,5474,349,-872,2019-05-29T16:06:13.000Z,42.493341167,-83.156489333,198.6,5.32,5.361364095728402
1888,-5777,-4039,1464,670,-895,2019-05-29T16:06:14.000Z,42.493344333,-83.156425833,198.8,5.21,5.2182680274401765
2767,-4760,-5443,3121,364,-1136,2019-05-29T16:06:15.000Z,42.493347667,-83.156363667,198.7,5.183,5.110468482036265
-2466,-5777,961,7422,6098,-3141,2019-05-29T16:06:16.000Z,42.493353333,-83.156299,198.3,5.255,5.33936262001175
1967,1230,3805,-2271,-3008,-923,2019-05-29T16:06:17.000Z,42.493358333,-83.156238667,197.8,4.877,4.977861043780717
1639,-1108,22315,2547,-2675,-1217,2019-05-29T16:06:18.000Z,42.493362833,-83.156179,197.2,4.865,4.917632832602361
-443,-3602,-2335,-6565,-796,-92,2019-05-29T16:06:19.000Z,42.493368833,-83.156117833,197.1,5.081,5.059277311360399
-740,5852,3840,-5102,-1049,755,2019-05-29T16:06:20.000Z,42.493376333,-83.156060167,196.4,4.715,4.801032529338588
-2925,-7680,23037,-15589,-3505,3763,2019-05-29T16:06:21.000Z,42.493379333,-83.155999,196.3,5.043,5.026175569680049
1128,-2182,-1279,5238,3200,-100,2019-05-29T16:06:22.000Z,42.493377167,-83.155935833,196.6,4.841,5.184670941872408
-1471,2060,-10190,-1488,1216,-134,2019-05-29T16:06:23.000Z,42.4933795,-83.155872833,196.8,5.053,5.171891570535796
-19,1286,-3277,924,-275,-660,2019-05-29T16:06:24.000Z,42.493382667,-83.155809833,197.0,5.009,5.177371453566995
414,-1843,-3319,4769,836,-809,2019-05-29T16:06:25.000Z,42.493384833,-83.1557515,197.6,4.6,4.788793258644295
2433,-1636,193,1897,-1098,-1022,2019-05-29T16:06:26.000Z,42.493389,-83.155695167,198.2,4.526,4.6419354321528905
-2005,1244,26455,726,590,730,2019-05-29T16:06:27.000Z,42.4933935,-83.1556445,198.2,3.977,4.184222583938602
1185,2857,3200,-2412,142,224,2019-05-29T16:06:28.000Z,42.493398833,-83.155594667,198.8,3.966,4.128624515620866
-5004,-226,42,4421,1625,-269,2019-05-29T16:06:29.000Z,42.4934025,-83.155544667,198.9,3.827,4.119735896146523
-707,1233,-2826,2384,-1418,143,2019-05-29T16:06:30.000Z,42.493404667,-83.155499,197.7,3.468,3.751989484336189
2363,114,121,3697,-1034,-1078,2019-05-29T16:06:31.000Z,42.493415333,-83.155453833,198.4,3.47,3.88852907807308
3014,-994,1349,-5715,-1209,48,2019-05-29T16:06:32.000Z,42.4934205,-83.155408833,199.1,3.169,3.734022361457292
562,1740,225,-5759,-1366,229,2019-05-29T16:06:33.000Z,42.493415,-83.155372667,198.7,3.058,3.02766538484586
2376,-4056,-8033,-4436,4260,-614,2019-05-29T16:06:34.000Z,42.493410333,-83.155338667,197.7,2.748,2.8355563295096733
-1765,2784,1980,652,921,66,2019-05-29T16:06:35.000Z,42.4934075,-83.155295833,197.8,3.315,3.526065448776634
-2187,6819,16801,10893,-1120,990,2019-05-29T16:06:36.000Z,42.4934065,-83.1552465,197.3,3.657,4.046347854449993
-2307,974,3700,-9351,-1704,1876,2019-05-29T16:06:37.000Z,42.493405167,-83.155194667,198.1,3.224,4.252379213584529
-72,7548,-10040,1771,-3005,1237,2019-05-29T16:06:38.000Z,42.493408167,-83.1551455,197.4,3.524,4.044988002096292
-1469,3707,-923,-5571,-487,1811,2019-05-29T16:06:39.000Z,42.493412667,-83.155098667,196.8,3.505,3.8723094539662464
-10408,-3728,-16860,2016,11783,-5119,2019-05-29T16:06:40.000Z,42.4934215,-83.1550495,196.6,3.807,4.149136135809184
-1449,8222,1562,-3214,-3815,1162,2019-05-29T16:06:41.000Z,42.493433,-83.155001833,196.5,4.009,4.112102425764991
3652,2483,-1671,244,-578,124,2019-05-29T16:06:42.000Z,42.493440333,-83.154950333,196.1,4.317,4.3004987693361105
4029,-6373,-5223,-10988,-4966,125,2019-05-29T16:06:43.000Z,42.4934445,-83.154895833,195.9,4.307,4.492419138972302
