-1157,3870,-2669,1494,558,-90,2019-06-04T19:18:14.000Z,42.494132833,-83.159295667,207.3,1.827
-481,2604,-1892,502,545,-822,2019-06-04T19:18:15.000Z,42.4941515,-83.159312667,206.0,1.898
71,1971,-2098,-188,-1652,82,2019-06-04T19:18:16.000Z,42.4941775,-83.159317667,205.3,3.244
-1628,2100,-3116,645,180,26,2019-06-04T19:18:17.000Z,42.4942065,-83.159327333,204.4,3.071
78,-1248,1284,-363,-197,138,2019-06-04T19:18:18.000Z,42.494230333,-83.159335,204.5,2.397
680,1312,-2143,153,501,-1000,2019-06-04T19:18:19.000Z,42.4942635,-83.159341833,204.5,3.81
-567,-53,1431,-22,1778,-617,2019-06-04T19:18:20.000Z,42.4942985,-83.159342167,203.9,3.573
1103,1373,-160,294,313,-850,2019-06-04T19:18:21.000Z,42.494332333,-83.159354333,201.3,3.329
747,-667,28,-57,283,-246,2019-06-04T19:18:22.000Z,42.494366167,-83.15937,198.8,3.877
-740,413,1153,529,162,65,2019-06-04T19:18:23.000Z,42.494406833,-83.159361333,200.0,4.493
393,641,-2011,631,922,-148,2019-06-04T19:18:24.000Z,42.4944415,-83.159362333,200.2,3.197
-1239,825,-663,641,357,-187,2019-06-04T19:18:25.000Z,42.494487333,-83.1593685,200.7,5.052
-579,-321,1657,-1661,-958,668,2019-06-04T19:18:26.000Z,42.494537167,-83.159373833,201.1,5.264
-181,-1190,1428,83,-115,214,2019-06-04T19:18:27.000Z,42.494580833,-83.159387667,200.1,3.86
1514,-277,3393,-21,603,-272,2019-06-04T19:18:28.000Z,42.494632333,-83.159396167,199.6,5.449
644,-1200,3401,189,-277,-820,2019-06-04T19:18:29.000Z,42.494676167,-83.159406833,197.7,3.556
-863,1124,-1643,347,945,-855,2019-06-04T19:18:30.000Z,42.494724333,-83.159414,197.1,5.378
442,-792,2052,564,-208,-518,2019-06-04T19:18:31.000Z,42.494779667,-83.159425333,195.1,5.78
-548,-2206,1955,-491,193,512,2019-06-04T19:18:32.000Z,42.494840333,-83.159434833,192.8,5.497
-1051,423,1156,1256,-329,475,2019-06-04T19:18:33.000Z,42.4948945,-83.159440333,191.0,5.052
125,9,-219,-276,74,-3,2019-06-04T19:18:34.000Z,42.4949455,-83.1594525,190.0,4.976
1536,-1102,1569,83,-33,-478,2019-06-04T19:18:35.000Z,42.494994,-83.159463167,188.6,5.21
-400,-2499,1029,-497,724,-311,2019-06-04T19:18:36.000Z,42.495049,-83.1594795,187.1,5.942
800,1840,-1524,1507,-791,180,2019-06-04T19:18:37.000Z,42.495107167,-83.159482,186.6,5.867
-937,2622,-4247,473,1676,-499,2019-06-04T19:18:38.000Z,42.495156333,-83.159487667,185.2,4.609
280,-995,-5637,-687,252,-35,2019-06-04T19:18:39.000Z,42.4952,-83.159489167,184.8,4.468
516,2621,272,1269,-1091,275,2019-06-04T19:18:40.000Z,42.495254833,-83.159492167,185.1,5.803
3044,696,20357,3684,2844,-1351,2019-06-04T19:18:41.000Z,42.495317667,-83.159512667,183.3,5.945
-948,924,1500,-299,-291,121,2019-06-04T19:18:42.000Z,42.495376333,-83.159519333,183.7,6.208
107,905,-823,308,-488,-267,2019-06-04T19:18:43.000Z,42.495436167,-83.159523167,184.2,6.221
-1180,914,-2720,233,921,-392,2019-06-04T19:18:44.000Z,42.495494167,-83.159532167,183.9,6.166
1428,576,-1039,-345,745,-235,2019-06-04T19:18:45.000Z,42.495546833,-83.159534,183.0,5.38
-1492,310,1077,-455,355,-10,2019-06-04T19:18:46.000Z,42.495603667,-83.1595315,183.0,5.947
1304,413,-2051,-299,731,-784,2019-06-04T19:18:47.000Z,42.495668167,-83.159527333,183.4,6.775
604,-378,381,-952,420,210,2019-06-04T19:18:48.000Z,42.495737,-83.159520167,184.3,6.788
297,-1617,297,-894,-367,72,2019-06-04T19:18:49.000Z,42.495781667,-83.159519,183.7,4.125
-1477,1469,-1920,-722,-183,406,2019-06-04T19:18:50.000Z,42.4958295,-83.159520667,184.6,5.047
1055,1484,-1602,-387,89,357,2019-06-04T19:18:51.000Z,42.495896833,-83.159526167,185.4,5.707
-329,-413,-1557,560,-190,-146,2019-06-04T19:18:52.000Z,42.495952667,-83.159523833,186.4,5.589
-340,-535,-574,-2096,-1335,-62,2019-06-04T19:18:53.000Z,42.496011833,-83.159524,188.2,5.996
-1572,1444,-269,395,238,230,2019-06-04T19:18:54.000Z,42.496061333,-83.159527,188.7,4.9
869,-5195,-3791,-934,-60,-179,2019-06-04T19:18:55.000Z,42.4960895,-83.159534833,188.2,2.638
1058,668,-1817,-1391,-171,126,2019-06-04T19:18:56.000Z,42.4961285,-83.159543,186.9,4.315
1733,1442,20716,1491,426,-430,2019-06-04T19:18:57.000Z,42.496176667,-83.159542167,187.2,5.172
-1041,1587,-3508,-1008,-45,123,2019-06-04T19:18:58.000Z,42.496218333,-83.159547,187.1,3.85
722,-18,-3843,7,456,-177,2019-06-04T19:18:59.000Z,42.4962595,-83.159546167,187.0,4.399
