-632,-401,-1268,-1884,116,712,2019-05-29T16:32:29.000Z,42.494084833,-83.159301833,202.7,2.717
-1128,1406,-1456,2837,2663,-361,2019-05-29T16:32:30.000Z,42.494055,-83.1593185,202.3,3.465
-1439,-538,2237,1583,-1560,-118,2019-05-29T16:32:31.000Z,42.494021667,-83.159322,202.3,3.411
-409,-1782,-356,-501,259,760,2019-05-29T16:32:32.000Z,42.493991833,-83.1593185,202.2,3.062
2171,682,1860,-1839,-823,25,2019-05-29T16:32:33.000Z,42.493959667,-83.159318,202.4,3.492
332,-2173,1139,1857,1185,-1014,2019-05-29T16:32:34.000Z,42.493928167,-83.159314833,202.7,3.331
-244,1043,-2174,2615,1071,-1178,2019-05-29T16:32:35.000Z,42.493892333,-83.159317167,202.5,3.841
-422,-1597,765,-622,-151,201,2019-05-29T16:32:36.000Z,42.493848667,-83.159319667,201.7,4.386
-1103,119,-11196,-926,-748,1241,2019-05-29T16:32:37.000Z,42.493808333,-83.159319833,201.5,4.081
-1093,-1806,26158,2137,951,498,2019-05-29T16:32:38.000Z,42.493768,-83.159322333,201.3,4.305
-405,-940,5090,1037,-2131,427,2019-05-29T16:32:39.000Z,42.493726833,-83.159322167,200.9,4.26
-2905,838,-2371,2361,1226,1033,2019-05-29T16:32:40.000Z,42.493688,-83.159321,200.7,4.297
-887,-35,1586,3141,1251,-1831,2019-05-29T16:32:41.000Z,42.493648333,-83.159320833,200.6,4.316
-1931,70,10542,-259,-2123,360,2019-05-29T16:32:42.000Z,42.493610833,-83.159320333,200.1,4.065
2271,690,-3132,-2830,133,-138,2019-05-29T16:32:43.000Z,42.493578667,-83.159315667,198.0,3.249
54,-278,1559,300,-823,-243,2019-05-29T16:32:44.000Z,42.493549167,-83.159314167,197.1,3.04
-1296,6896,-17730,2842,-146,-186,2019-05-29T16:32:45.000Z,42.493528833,-83.159332333,196.7,2.533
-1199,-754,1938,-7024,-3298,1039,2019-05-29T16:32:46.000Z,42.4935075,-83.159348667,196.0,2.488
6611,10328,7731,10842,-18035,180,2019-05-29T16:32:47.000Z,42.493481667,-83.159356667,196.5,2.513
-1018,3345,3716,-1598,-2277,937,2019-05-29T16:32:48.000Z,42.493454,-83.159352333,196.8,3.313
1716,-3018,377,4353,-2153,-248,2019-05-29T16:32:49.000Z,42.493432167,-83.159326333,196.7,3.525
-1775,7245,826,-6716,2779,970,2019-05-29T16:32:50.000Z,42.4934145,-83.159293667,195.9,3.374
5864,5104,-8920,-4423,864,1368,2019-05-29T16:32:51.000Z,42.493401333,-83.159256667,194.8,3.595
-13090,5770,25777,5800,-1374,-993,2019-05-29T16:32:52.000Z,42.4933935,-83.159210333,193.5,4.196
2344,894,-9354,624,-530,232,2019-05-29T16:32:53.000Z,42.493384167,-83.159160667,192.7,4.377
-30,195,221,-908,3188,1047,2019-05-29T16:32:54.000Z,42.493373667,-83.159108333,191.7,4.507
1532,4315,-5143,3563,2963,-207,2019-05-29T16:32:55.000Z,42.493362,-83.159051167,191.6,5.189
-2035,1669,1033,-2180,2081,559,2019-05-29T16:32:56.000Z,42.493356333,-83.158988,191.2,5.305
1440,-6333,-4916,2456,-1182,-1290,2019-05-29T16:32:57.000Z,42.493349833,-83.158923,190.6,5.666
3454,-3862,5399,5205,-3709,-214,2019-05-29T16:32:58.000Z,42.493346833,-83.1588525,189.7,6.037
-1594,-3427,-4888,2679,127,-1714,2019-05-29T16:32:59.000Z,42.493348333,-83.158781333,188.4,6.058
-2425,5904,-4960,3975,2919,-941,2019-05-29T16:33:00.000Z,42.493353333,-83.158700167,188.5,6.69
-1633,-1012,351,-3517,-1132,194,2019-05-29T16:33:01.000Z,42.493356167,-83.158621,187.5,6.528
745,-13523,-9003,1964,-3779,-4897,2019-05-29T16:33:02.000Z,42.493358167,-83.158541833,186.4,6.595
-736,2217,-5939,-1720,3466,37,2019-05-29T16:33:03.000Z,42.493358667,-83.158459,186.2,6.758
464,593,5023,1500,-1540,42,2019-05-29T16:33:04.000Z,42.493361667,-83.158378333,185.4,6.649
-2418,6578,4077,1942,1521,410,2019-05-29T16:33:05.000Z,42.493361333,-83.158293167,185.8,6.765
-412,6978,-9084,-237,1167,579,2019-05-29T16:33:06.000Z,42.493358833,-83.158208667,186.2,6.616
2092,3855,2429,-1348,113,383,2019-05-29T16:33:07.000Z,42.493355667,-83.1581265,186.8,6.516
-3010,345,-876,-2165,-1060,971,2019-05-29T16:33:08.000Z,42.493354667,-83.158040333,188.5,6.489
406,3437,5338,-1004,-3569,276,2019-05-29T16:33:09.000Z,42.493353333,-83.157959167,189.2,6.38
2032,-2459,-1989,1806,-394,-1835,2019-05-29T16:33:10.000Z,42.493353167,-83.1578815,189.6,6.325
-1160,-2021,1323,2174,-1025,402,2019-05-29T16:33:11.000Z,42.493354833,-83.157805,189.7,6.247
-10769,8625,10524,7883,17551,-4356,2019-05-29T16:33:12.000Z,42.493357167,-83.157728167,189.9,6.259
-761,-5573,268,211,464,644,2019-05-29T16:33:13.000Z,42.493360333,-83.157650667,189.9,6.325
-2116,1984,-1438,2639,2653,251,2019-05-29T16:33:14.000Z,42.493363833,-83.157573167,190.0,6.323
3680,3100,1799,-1794,-389,912,2019-05-29T16:33:15.000Z,42.493368667,-83.157496333,190.4,6.295
-912,-265,-6525,-323,385,-950,2019-05-29T16:33:16.000Z,42.493372833,-83.157419333,190.6,6.288
-1082,367,-1692,-1115,2678,-508,2019-05-29T16:33:17.000Z,42.493375667,-83.157343,190.8,6.264
1768,-4897,2590,-3790,2042,285,2019-05-29T16:33:18.000Z,42.493377333,-83.157266833,190.9,6.221
2603,-3634,-9145,9084,-1594,-2293,2019-05-29T16:33:19.000Z,42.493376333,-83.157190333,191.1,6.241
2248,-4100,1601,-466,4500,-485,2019-05-29T16:33:20.000Z,42.4933765,-83.157114,191.3,6.18
-654,-2331,-4491,-3012,302,-497,2019-05-29T16:33:21.000Z,42.493378833,-83.157038,191.7,6.094
-2134,978,-4011,273,1252,1164,2019-05-29T16:33:22.000Z,42.493381167,-83.156965,191.7,5.97
-783,1477,-6876,-2384,3813,-816,2019-05-29T16:33:23.000Z,42.493381,-83.1568935,191.5,5.865
-4781,-690,26823,-2893,-2009,1029,2019-05-29T16:33:24.000Z,42.493378167,-83.156822,191.6,5.843
6771,264,-1792,-3800,-2416,722,2019-05-29T16:33:25.000Z,42.493373667,-83.156751667,191.6,5.735
-1611,2314,-2711,4765,1924,-749,2019-05-29T16:33:26.000Z,42.493371,-83.156683833,191.4,5.606
838,-4687,-858,-5213,-2196,636,2019-05-29T16:33:27.000Z,42.493370667,-83.156613333,191.9,5.69
1971,1966,4825,-1744,-1195,-175,2019-05-29T16:33:28.000Z,42.493372,-83.156545,191.9,5.571
-1698,-1038,-648,650,2048,-1253,2019-05-29T16:33:29.000Z,42.493373333,-83.1564755,192.2,5.631
-1389,-10020,-5395,-11470,-308,1142,2019-05-29T16:33:30.000Z,42.493375833,-83.156405167,192.7,5.594
-1491,9044,-9335,7785,-709,385,2019-05-29T16:33:31.000Z,42.493378167,-83.156336833,192.9,5.524
-3278,-1807,-1340,-2811,6825,-756,2019-05-29T16:33:32.000Z,42.493382167,-83.15627,192.9,5.474
963,5114,-1026,-5358,-903,2225,2019-05-29T16:33:33.000Z,42.493387,-83.156205667,192.5,5.185
-2514,1133,-4854,-4611,-4428,2385,2019-05-29T16:33:34.000Z,42.493391833,-83.156143667,191.6,5.125
-2727,-6437,14750,-4006,-12323,-428,2019-05-29T16:33:35.000Z,42.493399167,-83.156082667,190.7,5.039
-1343,1261,-1376,-1990,117,110,2019-05-29T16:33:36.000Z,42.493405833,-83.156018667,190.1,5.29
7920,5508,2532,4680,2400,1230,2019-05-29T16:33:37.000Z,42.493409,-83.155953,190.0,5.269
1059,2681,812,-1485,-629,291,2019-05-29T16:33:38.000Z,42.493411167,-83.155889167,190.1,5.215
-2347,-1672,-7177,-2413,36,-188,2019-05-29T16:33:39.000Z,42.4934135,-83.155826167,190.2,5.056
3651,-3500,-372,-1543,-279,-1357,2019-05-29T16:33:40.000Z,42.493415,-83.155763833,191.1,4.793
2295,2670,434,-2348,828,-1444,2019-05-29T16:33:41.000Z,42.493415833,-83.155707667,191.1,4.455
-993,4739,-8666,-10789,-757,883,2019-05-29T16:33:42.000Z,42.4934185,-83.155653833,191.3,4.348
110,-1153,-1261,-820,312,123,2019-05-29T16:33:43.000Z,42.493423333,-83.155605833,190.4,3.875
-1508,465,1043,929,1153,6,2019-05-29T16:33:44.000Z,42.493431333,-83.155562833,190.3,3.484
-2429,2399,1865,-864,1620,-127,2019-05-29T16:33:45.000Z,42.493442,-83.1555195,190.0,3.741
831,469,-3567,-1410,214,678,2019-05-29T16:33:46.000Z,42.493457,-83.155477167,190.6,3.586
2010,2154,-4526,-38,2084,-590,2019-05-29T16:33:47.000Z,42.4934725,-83.155439,190.7,3.589
1457,-5425,4505,2022,1361,-272,2019-05-29T16:33:48.000Z,42.493487167,-83.155403333,189.9,3.31
1126,-2544,-772,-637,-260,477,2019-05-29T16:33:49.000Z,42.493494,-83.155364167,188.9,3.3
1868,2960,-3674,-3025,-1208,-468,2019-05-29T16:33:50.000Z,42.493494333,-83.155322333,188.3,3.387
13910,-7648,2401,-8132,10281,3253,2019-05-29T16:33:51.000Z,42.493495333,-83.155286333,187.2,2.744
-71,4346,1354,422,-4278,-876,2019-05-29T16:33:52.000Z,42.493488833,-83.155242833,186.6,3.663
-4033,5723,-3932,13015,-1174,-462,2019-05-29T16:33:53.000Z,42.493488,-83.155200833,186.0,3.053
8095,-7205,-12602,11822,-17189,-2612,2019-05-29T16:33:54.000Z,42.493487167,-83.1551585,185.5,3.375
3804,-14766,15612,-21279,4527,1161,2019-05-29T16:33:55.000Z,42.493489,-83.155114333,184.9,3.547
16890,-13217,19012,-14020,7021,2715,2019-05-29T16:33:56.000Z,42.493488667,-83.155068333,184.2,3.743
-20419,-6793,-13899,-3217,16321,5489,2019-05-29T16:33:57.000Z,42.493487667,-83.155015333,184.2,4.26
2979,3054,1478,-2377,-1673,-917,2019-05-29T16:33:58.000Z,42.493488167,-83.154960167,184.7,4.162
-1122,1534,-2482,1255,-635,589,2019-05-29T16:33:59.000Z,42.493488333,-83.154902833,184.5,4.546
663,-1052,565,-1871,370,-170,2019-05-29T16:34:00.000Z,42.493488,-83.154848167,183.7,4.435
-4576,7016,1313,-11748,-1017,1493,2019-05-29T16:34:01.000Z,42.493486333,-83.15479,184.3,4.487
888,-1970,-11411,-3077,-2283,609,2019-05-29T16:34:02.000Z,42.493486333,-83.154725833,184.5,5.174
1554,-4263,-252,-676,-2949,160,2019-05-29T16:34:03.000Z,42.493488667,-83.1546535,184.8,5.769
